episode,reward_sum,epsilon,loss
393,-936,0.47613400000063855,
394,-965,0.4760940000006396,
395,-914,0.476043000000641,
396,-982,0.476004000000642,
397,-924,0.47595100000064344,
398,-957,0.47590600000064465,
399,-965,0.4758660000006457,
400,-878,0.47580800000064727,
401,-885,0.4757510000006488,
402,-967,0.47570600000065,
403,-913,0.4756650000006511,
404,-951,0.4756190000006523,
405,-948,0.4755830000006533,
406,-975,0.47554400000065433,
407,-983,0.47551800000065503,
408,-964,0.4754750000006562,
409,-944,0.4754260000006575,
410,-955,0.4753850000006586,
411,-950,0.4753390000006598,
412,-916,0.4752830000006613,
413,-907,0.47522500000066287,
414,-957,0.4751760000006642,
415,-925,0.4751270000006655,
416,-938,0.4750770000006668,
417,-939,0.47503200000066803,
418,-935,0.4749890000006692,
419,-889,0.47493400000067065,
420,-939,0.4748910000006718,
421,-954,0.4748420000006731,
422,-912,0.47478900000067453,
423,-948,0.4747530000006755,
424,-935,0.4747040000006768,
425,-925,0.4746550000006781,
426,-895,0.4745990000006796,
427,-952,0.47456100000068063,
428,-917,0.47451200000068194,
429,-989,0.47447800000068285,
430,-930,0.47442600000068424,
431,-945,0.4743760000006856,
432,-894,0.4743260000006869,
433,-888,0.4742740000006883,
434,-908,0.47422100000068973,
435,-974,0.4741780000006909,
436,-893,0.47412700000069224,
437,-960,0.4740840000006934,
438,-935,0.47403300000069476,
439,-972,0.47399200000069586,
440,-920,0.4739420000006972,
441,-930,0.4739010000006983,
442,-938,0.47385000000069966,
443,-960,0.47381300000070065,
444,-925,0.473763000000702,
445,-902,0.47371200000070335,
446,-967,0.4736720000007044,
447,-941,0.47362600000070565,
448,-939,0.47357700000070696,
449,-953,0.47353200000070816,
450,-975,0.4734940000007092,
451,-945,0.47344700000071044,
452,-928,0.47339500000071183,
453,-901,0.47333500000071344,
454,-964,0.47329400000071453,
455,-888,0.47324100000071595,
456,-952,0.4731990000007171,
457,-989,0.473164000000718,
458,-875,0.47310200000071967,
459,-977,0.47306500000072066,
460,-968,0.47302500000072173,
461,-872,0.4729710000007232,
462,-894,0.4729130000007247,
463,-955,0.4728700000007259,
464,-899,0.47281900000072724,
465,-962,0.4727750000007284,
466,-950,0.4727300000007296,
467,-917,0.47268100000073093,
468,-894,0.4726270000007324,
469,-894,0.4725770000007337,
470,-965,0.47253500000073484,
471,-934,0.47248900000073607,
472,-960,0.4724440000007373,
473,-909,0.4723950000007386,
474,-887,0.4723380000007401,
475,-939,0.4722940000007413,
476,-943,0.47224700000074255,
477,-895,0.472193000000744,
478,-841,0.47212700000074576,
479,-961,0.4720870000007468,
480,-932,0.4720400000007481,
481,-983,0.4720030000007491,
482,-956,0.47196900000075,
483,-933,0.4719190000007513,
484,-964,0.4718740000007525,
485,-907,0.47182400000075386,
486,-867,0.47176800000075536,
487,-936,0.47171900000075667,
488,-890,0.4716590000007583,
489,-968,0.4716160000007594,
490,-943,0.4715730000007606,
491,-927,0.47152500000076186,
492,-916,0.47147300000076325,
493,-895,0.47141700000076475,
494,-912,0.47136900000076604,
495,-972,0.4713300000007671,
496,-901,0.47127900000076844,
497,-897,0.47122600000076986,
498,-939,0.471183000000771,
499,-934,0.4711320000007724,
500,-970,0.4710870000007736,
501,-946,0.47104300000077476,
502,-859,0.47097300000077663,
503,-911,0.47092700000077786,
504,-960,0.4708780000007792,
505,-998,0.4708440000007801,
506,-956,0.4708050000007811,
507,-952,0.47075900000078236,
508,-910,0.47071000000078367,
509,-940,0.47066200000078495,
510,-896,0.4706120000007863,
511,-978,0.4705710000007874,
512,-945,0.4705250000007886,
513,-921,0.47047500000078996,
514,-915,0.47042300000079135,
515,-890,0.4703680000007928,
516,-933,0.47032200000079405,
517,-984,0.4702790000007952,
518,-928,0.47023200000079646,
519,-887,0.470175000000798,
520,-972,0.470136000000799,
521,-981,0.4700950000008001,
522,-896,0.4700390000008016,
523,-1007,0.4700070000008025,
524,-905,0.4699460000008041,
525,-918,0.46989900000080537,
526,-942,0.4698560000008065,
527,-888,0.4698040000008079,
528,-980,0.46976900000080885,
529,-981,0.46973500000080975,
530,-825,0.4696660000008116,
531,-867,0.4696030000008133,
532,-928,0.46955200000081465,
533,-917,0.46950000000081604,
534,-971,0.46945900000081714,
535,-968,0.4694150000008183,
536,-900,0.4693640000008197,
537,-930,0.4693230000008208,
538,-917,0.469277000000822,
539,-902,0.4692250000008234,
540,-903,0.46916700000082495,
541,-966,0.46913700000082575,
542,-883,0.46908100000082725,
543,-967,0.46903600000082846,
544,-963,0.4689960000008295,
545,-961,0.4689550000008306,
546,-936,0.46890600000083194,
547,-921,0.4688630000008331,
548,-973,0.4688250000008341,
549,-899,0.46877100000083555,
550,-917,0.468717000000837,
551,-948,0.4686750000008381,
552,-945,0.4686230000008395,
553,-900,0.46856600000084103,
554,-985,0.468530000000842,
555,-955,0.4684820000008433,
556,-969,0.46844600000084424,
557,-935,0.46839700000084555,
558,-1001,0.4683700000008463,
559,-899,0.4683160000008477,
560,-853,0.4682500000008495,
561,-952,0.4682090000008506,
562,-896,0.4681530000008521,
563,-890,0.46809800000085355,
564,-903,0.46804500000085497,
565,-930,0.4679950000008563,
566,-983,0.46796700000085706,
567,-965,0.46793700000085786,
568,-950,0.4679020000008588,
569,-940,0.46785700000086,
570,-926,0.46781400000086115,
571,-908,0.46776500000086246,
572,-916,0.4677230000008636,
573,-927,0.467671000000865,
574,-889,0.4676170000008664,
575,-880,0.4675550000008681,
576,-939,0.4675050000008694,
577,-943,0.4674570000008707,
578,-954,0.4674130000008719,
579,-896,0.4673530000008735,
580,-880,0.46729900000087493,
581,-966,0.4672560000008761,
582,-952,0.4672060000008774,
583,-932,0.4671580000008787,
584,-935,0.46711500000087985,
585,-913,0.4670650000008812,
586,-908,0.46701400000088256,
587,-947,0.46696600000088384,
588,-922,0.4669150000008852,
589,-856,0.4668550000008868,
590,-939,0.46680500000088815,
591,-913,0.46675700000088943,
592,-961,0.4667250000008903,
593,-1018,0.4666910000008912,
594,-906,0.4666420000008925,
595,-868,0.46658000000089417,
596,-883,0.4665270000008956,
597,-1011,0.4664930000008965,
598,-904,0.46643800000089797,
599,-915,0.46638600000089936,
600,-952,0.4663390000009006,
601,-899,0.4662920000009019,
602,-947,0.46625200000090294,
603,-942,0.466212000000904,
604,-901,0.46615800000090546,
605,-942,0.4661110000009067,
606,-921,0.4660590000009081,
607,-881,0.46600900000090945,
608,-947,0.4659650000009106,
609,-968,0.4659250000009117,
610,-917,0.46587100000091314,
611,-868,0.4658130000009147,
612,-927,0.46576900000091587,
613,-923,0.46572100000091715,
614,-983,0.465690000000918,
615,-877,0.4656300000009196,
616,-988,0.4655960000009205,
617,-907,0.46554200000092194,
618,-920,0.46549300000092325,
619,-958,0.46544500000092454,
620,-956,0.4653980000009258,
621,-930,0.465352000000927,
622,-875,0.46529800000092847,
623,-987,0.46525800000092954,
624,-940,0.46521300000093074,
625,-966,0.4651700000009319,
626,-972,0.4651330000009329,
627,-912,0.4650840000009342,
628,-928,0.46503400000093553,
629,-980,0.46499900000093647,
630,-901,0.4649450000009379,
631,-946,0.4649000000009391,
632,-928,0.46485000000094046,
633,-981,0.4648100000009415,
634,-921,0.46476000000094286,
635,-952,0.464717000000944,
636,-977,0.4646760000009451,
637,-998,0.4646360000009462,
638,-974,0.4645970000009472,
639,-1000,0.464567000000948,
640,-880,0.46450700000094963,
641,-922,0.46446200000095084,
642,-962,0.464418000000952,
643,-903,0.4643630000009535,
644,-855,0.4642980000009552,
645,-979,0.46426000000095624,
646,-975,0.46422200000095726,
647,-912,0.46417700000095846,
648,-948,0.4641340000009596,
649,-963,0.4640900000009608,
650,-899,0.46403200000096234,
651,-816,0.4639620000009642,
652,-901,0.46390800000096566,
653,-905,0.4638540000009671,
654,-902,0.46380300000096847,
655,-912,0.4637540000009698,
656,-949,0.46371000000097096,
657,-933,0.4636630000009722,
658,-914,0.4636140000009735,
659,-896,0.46356900000097473,
660,-917,0.46351900000097607,
661,-981,0.4634920000009768,
662,-899,0.46343800000097823,
663,-971,0.4634020000009792,
664,-964,0.46335900000098035,
665,-930,0.4633160000009815,
666,-978,0.46328000000098246,
667,-925,0.4632310000009838,
668,-981,0.4631970000009847,
669,-938,0.46315300000098586,
670,-875,0.4630950000009874,
671,-1007,0.46305700000098843,
672,-870,0.46299600000099006,
673,-851,0.4629420000009915,
674,-941,0.46289600000099274,
675,-965,0.462849000000994,
676,-925,0.46280500000099517,
677,-902,0.46275400000099653,
678,-896,0.46269700000099806,
679,-917,0.4626470000009994,
680,-966,0.46260700000100047,
681,-988,0.4625730000010014,
682,-932,0.4625270000010026,
683,-988,0.46249600000100344,
684,-955,0.46245000000100467,
685,-960,0.4624080000010058,
686,-956,0.462363000001007,
687,-957,0.46232000000100815,
688,-896,0.4622660000010096,
689,-938,0.4622250000010107,
690,-941,0.46217800000101195,
691,-929,0.46212600000101334,
692,-929,0.4620710000010148,
693,-927,0.4620220000010161,
694,-900,0.4619710000010175,
695,-932,0.46193200000101853,
696,-942,0.46188700000101973,
697,-992,0.4618500000010207,
698,-918,0.46179600000102217,
699,-912,0.46174400000102356,
700,-891,0.46168500000102514,
701,-914,0.4616340000010265,
702,-929,0.4615890000010277,
703,-935,0.461541000001029,
704,-939,0.46149400000103025,
705,-965,0.4614510000010314,
706,-950,0.4614020000010327,
707,-854,0.4613380000010344,
708,-894,0.4612820000010359,
709,-859,0.4612230000010375,
710,-882,0.46116900000103894,
711,-926,0.4611190000010403,
712,-912,0.46106700000104167,
713,-923,0.4610240000010428,
714,-962,0.4609730000010442,
715,-949,0.4609280000010454,
716,-865,0.46087400000104684,
717,-826,0.4608040000010487,
718,-940,0.4607590000010499,
719,-954,0.46070900000105125,
720,-961,0.460680000001052,
721,-904,0.4606240000010535,
722,-929,0.46057900000105473,
723,-935,0.4605350000010559,
724,-938,0.4604860000010572,
725,-943,0.46044300000105837,
726,-963,0.4604000000010595,
727,-903,0.46035000000106086,
728,-888,0.4602930000010624,
729,-980,0.46024600000106364,
730,-892,0.46018500000106527,
731,-928,0.4601360000010666,
732,-1001,0.4601060000010674,
733,-905,0.46005200000106883,
734,-983,0.46002200000106963,
735,-941,0.45997300000107094,
736,-918,0.4599250000010722,
737,-922,0.45988300000107335,
738,-946,0.4598330000010747,
739,-899,0.4597730000010763,
740,-916,0.4597200000010777,
741,-917,0.459672000001079,
742,-857,0.4596090000010807,
743,-918,0.4595550000010821,
744,-927,0.45950900000108336,
745,-897,0.4594560000010848,
746,-948,0.4594130000010859,
747,-895,0.4593550000010875,
748,-941,0.4593060000010888,
749,-900,0.45924700000109037,
750,-905,0.45919100000109186,
751,-973,0.4591530000010929,
752,-989,0.4591190000010938,
753,-951,0.45907200000109505,
754,-959,0.4590290000010962,
755,-936,0.4589800000010975,
756,-926,0.4589310000010988,
757,-923,0.4588860000011,
758,-926,0.45884700000110107,
759,-902,0.45879500000110246,
760,-920,0.4587450000011038,
761,-913,0.4586930000011052,
762,-916,0.4586430000011065,
763,-954,0.4586060000011075,
764,-917,0.45855600000110885,
765,-938,0.45850800000111014,
766,-880,0.45844700000111177,
767,-996,0.4584080000011128,
768,-939,0.458363000001114,
769,-930,0.45831400000111533,
770,-859,0.45825000000111704,
771,-988,0.4582110000011181,
772,-902,0.4581610000011194,
773,-940,0.4581180000011206,
774,-905,0.45806600000112196,
775,-1020,0.4580310000011229,
776,-933,0.4579820000011242,
777,-935,0.4579330000011255,
778,-972,0.45789100000112665,
779,-941,0.457841000001128,
780,-973,0.45780100000112905,
781,-993,0.4577760000011297,
782,-923,0.4577330000011309,
783,-900,0.4576800000011323,
784,-932,0.4576320000011336,
785,-966,0.4575900000011347,
786,-997,0.45755500000113564,
787,-917,0.457505000001137,
788,-957,0.4574620000011381,
789,-943,0.45741300000113944,
790,-899,0.4573620000011408,
791,-988,0.45732700000114174,
792,-869,0.4572650000011434,
793,-989,0.4572350000011442,
794,-896,0.4571760000011458,
795,-965,0.457131000001147,
796,-970,0.45709500000114794,
797,-958,0.4570490000011492,
798,-914,0.45699800000115054,
799,-883,0.4569390000011521,
800,-940,0.4568950000011533,
801,-971,0.45685600000115434,
802,-933,0.4568160000011554,
803,-918,0.4567640000011568,
804,-911,0.45671400000115814,
805,-953,0.4566640000011595,
806,-958,0.45661600000116076,
807,-916,0.45656000000116226,
808,-929,0.45650800000116365,
809,-877,0.45645600000116504,
810,-950,0.45641100000116624,
811,-928,0.4563610000011676,
812,-924,0.4563190000011687,
813,-950,0.45627100000117,
814,-963,0.45623200000117103,
815,-873,0.45618200000117237,
816,-941,0.4561390000011735,
817,-935,0.4560880000011749,
818,-963,0.456046000001176,
819,-908,0.4559910000011775,
820,-959,0.45594800000117863,
821,-907,0.45589700000118,
822,-945,0.45585400000118115,
823,-958,0.45580600000118243,
824,-906,0.45575600000118377,
825,-934,0.45571200000118495,
826,-923,0.45566400000118623,
827,-875,0.4556050000011878,
828,-915,0.45555100000118925,
829,-958,0.45550700000119043,
830,-916,0.4554530000011919,
831,-981,0.455412000001193,
832,-1016,0.4553840000011937,
833,-974,0.45534900000119466,
834,-913,0.4552960000011961,
835,-963,0.4552510000011973,
836,-878,0.4552010000011986,
837,-914,0.45514700000120006,
838,-952,0.45510300000120124,
839,-946,0.4550600000012024,
840,-936,0.4550120000012037,
841,-884,0.454962000001205,
842,-957,0.45492000000120614,
843,-921,0.4548700000012075,
844,-993,0.4548350000012084,
845,-832,0.4547720000012101,
846,-927,0.4547270000012113,
847,-882,0.45467300000121275,
848,-961,0.454627000001214,
849,-882,0.4545710000012155,
850,-896,0.4545180000012169,
851,-955,0.45447800000121796,
852,-956,0.45443000000121925,
853,-903,0.45436600000122096,
854,-944,0.45432500000122206,
855,-889,0.4542710000012235,
856,-889,0.45421700000122495,
857,-907,0.45415700000122655,
858,-982,0.45412000000122754,
859,-956,0.4540760000012287,
860,-945,0.45403000000122995,
861,-907,0.45397800000123134,
862,-926,0.4539270000012327,
863,-927,0.4538870000012338,
864,-899,0.4538290000012353,
865,-956,0.4537880000012364,
866,-913,0.4537320000012379,
867,-914,0.4536810000012393,
868,-911,0.45362700000124073,
869,-955,0.4535840000012419,
870,-936,0.4535340000012432,
871,-937,0.4534860000012445,
872,-950,0.4534410000012457,
873,-919,0.4533880000012471,
874,-933,0.4533400000012484,
875,-922,0.4532910000012497,
876,-953,0.4532500000012508,
877,-947,0.453205000001252,
878,-937,0.4531610000012532,
879,-867,0.45310300000125475,
880,-947,0.45305800000125596,
881,-854,0.4530030000012574,
882,-911,0.4529490000012589,
883,-1006,0.45291700000125973,
884,-947,0.45287200000126093,
885,-958,0.45282700000126214,
886,-928,0.45277800000126345,
887,-928,0.4527270000012648,
888,-897,0.4526760000012662,
889,-966,0.4526270000012675,
890,-922,0.45258000000126875,
891,-900,0.4525260000012702,
892,-932,0.4524770000012715,
893,-925,0.4524250000012729,
894,-914,0.4523730000012743,
895,-928,0.4523240000012756,
896,-917,0.45227000000127704,
897,-968,0.4522410000012778,
898,-938,0.45220200000127886,
899,-883,0.45214600000128036,
900,-880,0.452085000001282,
901,-919,0.4520350000012833,
902,-878,0.45197000000128507,
903,-937,0.4519200000012864,
904,-957,0.4518910000012872,
905,-953,0.4518450000012884,
906,-889,0.45179200000128983,
907,-925,0.4517400000012912,
908,-935,0.4517000000012923,
909,-988,0.4516700000012931,
910,-941,0.45162300000129435,
911,-902,0.45157000000129577,
912,-857,0.45151100000129735,
913,-924,0.45145900000129874,
914,-898,0.4514000000013003,
915,-919,0.45135400000130155,
916,-962,0.45131300000130264,
917,-926,0.451263000001304,
918,-964,0.45122700000130495,
919,-912,0.45117900000130623,
920,-988,0.4511420000013072,
921,-876,0.4510860000013087,
922,-963,0.45103800000131,
923,-928,0.4509930000013112,
924,-956,0.45095700000131217,
925,-936,0.4509070000013135,
926,-906,0.4508550000013149,
927,-954,0.4508100000013161,
928,-932,0.45076300000131736,
929,-895,0.4507130000013187,
930,-953,0.45067000000131985,
931,-1008,0.4506390000013207,
932,-969,0.4505970000013218,
